title,price,rating,availability,product_url,category,scraped_date
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Â£51.75,Five,In stock,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,Nonfiction,2026-09-16
"Eat Fat, Get Thin",Â£54.07,Two,In stock,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,Health,2026-09-16
Don't Get Caught,Â£55.35,One,In stock,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html,Young Adult,2026-09-16
Doctor Sleep (The Shining #2),Â£40.12,Two,In stock,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,Horror,2026-09-16
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Â£37.51,Five,In stock,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,Fantasy,2026-09-16
Dear Mr. Knightley,Â£11.21,Five,In stock,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,Fiction,2026-09-16
Daily Fantasy Sports,Â£36.58,One,In stock,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html,Default,2026-09-16
Crazy Love: Overwhelmed by a Relentless God,Â£47.72,Two,In stock,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,Christian,2026-09-16
Cometh the Hour (The Clifton Chronicles #6),Â£25.01,Three,In stock,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html,Fiction,2026-09-16
Code Name Verity (Code Name Verity #1),Â£22.13,Four,In stock,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,Add a comment,2026-09-16
Clockwork Angel (The Infernal Devices #1),Â£44.14,One,In stock,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html,Default,2026-09-16
City of Glass (The Mortal Instruments #3),Â£56.02,Four,In stock,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html,Fantasy,2026-09-16
City of Fallen Angels (The Mortal Instruments #4),Â£11.23,Four,In stock,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,Default,2026-09-16
City of Bones (The Mortal Instruments #1),Â£43.28,One,In stock,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html,Default,2026-09-16
City of Ashes (The Mortal Instruments #2),Â£47.27,One,In stock,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html,Default,2026-09-16
Cell,Â£20.29,Four,In stock,https://books.toscrape.com/catalogue/cell_674/index.html,Add a comment,2026-09-16
Catching Jordan (Hundred Oaks),Â£50.83,Three,In stock,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html,Young Adult,2026-09-16
"Carry On, Warrior: Thoughts on Life Unarmed",Â£31.85,Three,In stock,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,Default,2026-09-16
Carrie,Â£46.23,Two,In stock,https://books.toscrape.com/catalogue/carrie_671/index.html,Default,2026-09-16
Buying In: The Secret Dialogue Between What We Buy and Who We Are,Â£37.80,Four,In stock,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,Nonfiction,2026-09-16
Brain on Fire: My Month of Madness,Â£49.32,Five,In stock,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,Nonfiction,2026-09-16
Batman: Europa,Â£32.01,Two,In stock,https://books.toscrape.com/catalogue/batman-europa_668/index.html,Sequential Art,2026-09-16
Barefoot Contessa Back to Basics,Â£28.01,One,In stock,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html,Food and Drink,2026-09-16
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Â£50.62,Five,In stock,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,Food and Drink,2026-09-16
Balloon Animals,Â£17.03,Three,In stock,https://books.toscrape.com/catalogue/balloon-animals_665/index.html,Fiction,2026-09-16
Art Ops Vol. 1,Â£48.80,Three,In stock,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html,Sequential Art,2026-09-16
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Â£58.14,Four,In stock,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,Young Adult,2026-09-16
Angels Walking (Angels Walking #1),Â£34.20,Two,In stock,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,Add a comment,2026-09-16
Angels & Demons (Robert Langdon #1),Â£51.48,Three,In stock,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html,Default,2026-09-16
All the Light We Cannot See,Â£29.87,Five,In stock,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html,Historical,2026-09-16
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Â£10.90,Two,In stock,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,Sequential Art,2026-09-16
Abstract City,Â£56.37,Five,In stock,https://books.toscrape.com/catalogue/abstract-city_658/index.html,Nonfiction,2026-09-16
A Time of Torment (Charlie Parker #14),Â£48.35,Five,In stock,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html,Mystery,2026-09-16
A Study in Scarlet (Sherlock Holmes #1),Â£16.73,Two,In stock,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html,Mystery,2026-09-16
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Â£56.48,Two,In stock,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,Add a comment,2026-09-16
A People's History of the United States,Â£40.79,Two,In stock,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,Add a comment,2026-09-16
A Man Called Ove,Â£39.72,One,In stock,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html,Fiction,2026-09-16
A Distant Mirror: The Calamitous 14th Century,Â£14.58,Three,In stock,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html,History,2026-09-16
A Brush of Wings (Angels Walking #3),Â£55.51,One,In stock,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,Add a comment,2026-09-16
1491: New Revelations of the Americas Before Columbus,Â£21.80,Three,In stock,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html,History,2026-09-16
"The Three Searches, Meaning, and the Story",Â£13.33,Three,In stock,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html,Default,2026-09-16
Searching for Meaning in Gailana,Â£38.73,One,In stock,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html,Fantasy,2026-09-16
Rook,Â£37.86,Four,In stock,https://books.toscrape.com/catalogue/rook_647/index.html,Add a comment,2026-09-16
My Kitchen Year: 136 Recipes That Saved My Life,Â£11.53,Two,In stock,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,Food and Drink,2026-09-16
13 Hours: The Inside Account of What Really Happened In Benghazi,Â£27.06,One,In stock,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,Nonfiction,2026-09-16
Will You Won't You Want Me?,Â£13.86,Three,In stock,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,Womens Fiction,2026-09-16
Tipping Point for Planet Earth: How Close Are We to the Edge?,Â£37.55,One,In stock,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,Science,2026-09-16
The Star-Touched Queen,Â£32.30,Five,In stock,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,Fantasy,2026-09-16
The Silent Sister (Riley MacPherson #1),Â£46.29,Five,In stock,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html,Fiction,2026-09-16
The Midnight Watch: A Novel of the Titanic and the Californian,Â£26.20,One,In stock,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,Add a comment,2026-09-16
The Lonely City: Adventures in the Art of Being Alone,Â£33.26,Two,In stock,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,Nonfiction,2026-09-16
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Â£59.15,Four,In stock,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,Add a comment,2026-09-16
The Golden Condom: And Other Essays on Love Lost and Found,Â£39.43,One,In stock,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,Psychology,2026-09-16
The Epidemic (The Program 0.6),Â£14.44,Five,In stock,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html,Young Adult,2026-09-16
The Dinner Party,Â£56.54,Two,In stock,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html,Fiction,2026-09-16
The Diary of a Young Girl,Â£59.90,Three,In stock,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html,Nonfiction,2026-09-16
The Children,Â£11.88,Three,In stock,https://books.toscrape.com/catalogue/the-children_633/index.html,Add a comment,2026-09-16
Stars Above (The Lunar Chronicles #4.5),Â£48.05,Two,In stock,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html,Young Adult,2026-09-16
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Â£21.21,Three,In stock,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,Nonfiction,2026-09-16
Raspberry Pi Electronics Projects for the Evil Genius,Â£49.67,Four,In stock,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,Default,2026-09-16
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Â£43.14,One,In stock,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,Business,2026-09-16
Psycho: Sanitarium (Psycho #1.5),Â£36.97,Five,In stock,https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html,Horror,2026-09-16
Poisonous (Max Revere Novels #3),Â£26.80,Three,In stock,https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html,Mystery,2026-09-16
One with You (Crossfire #5),Â£15.71,Four,In stock,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html,Add a comment,2026-09-16
No Love Allowed (Dodge Cove #1),Â£54.65,Four,In stock,https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html,Young Adult,2026-09-16
Murder at the 42nd Street Library (Raymond Ambler #1),Â£54.36,Four,In stock,https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,Mystery,2026-09-16
Most Wanted,Â£35.28,Three,In stock,https://books.toscrape.com/catalogue/most-wanted_623/index.html,Mystery,2026-09-16
"Love, Lies and Spies",Â£20.55,Two,In stock,https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html,Historical Fiction,2026-09-16
How to Speak Golf: An Illustrated Guide to Links Lingo,Â£58.32,Five,In stock,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,Default,2026-09-16
Hide Away (Eve Duncan #20),Â£11.84,One,In stock,https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html,Mystery,2026-09-16
Furiously Happy: A Funny Book About Horrible Things,Â£41.46,Four,In stock,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html,Nonfiction,2026-09-16
Everyday Italian: 125 Simple and Delicious Recipes,Â£20.10,Five,In stock,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html,Food and Drink,2026-09-16
Equal Is Unfair: America's Misguided Fight Against Income Inequality,Â£56.86,One,In stock,https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,Politics,2026-09-16
Eleanor & Park,Â£56.51,Five,In stock,https://books.toscrape.com/catalogue/eleanor-park_616/index.html,Default,2026-09-16
Dirty (Dive Bar #1),Â£40.83,Four,In stock,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html,Romance,2026-09-16
Can You Keep a Secret? (Fear Street Relaunch #4),Â£48.64,One,In stock,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,Horror,2026-09-16
Boar Island (Anna Pigeon #19),Â£59.48,Three,In stock,https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html,Mystery,2026-09-16
A Paris Apartment,Â£39.01,Four,In stock,https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html,Historical Fiction,2026-09-16
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",Â£38.77,One,In stock,https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,Food and Drink,2026-09-16
Troublemaker: Surviving Hollywood and Scientology,Â£48.39,Two,In stock,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html,Default,2026-09-16
The Widow,Â£27.26,Two,In stock,https://books.toscrape.com/catalogue/the-widow_609/index.html,Mystery,2026-09-16
"The Sleep Revolution: Transforming Your Life, One Night at a Time",Â£11.68,Four,In stock,https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,Nonfiction,2026-09-16
The Improbability of Love,Â£59.45,One,In stock,https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html,Fiction,2026-09-16
The Art of Startup Fundraising,Â£21.00,Three,In stock,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html,Business,2026-09-16
Take Me Home Tonight (Rock Star Romance #3),Â£53.98,Three,In stock,https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html,Romance,2026-09-16
Sleeping Giants (Themis Files #1),Â£48.74,One,In stock,https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html,Science Fiction,2026-09-16
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Â£21.15,Two,In stock,https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,Biography,2026-09-16
Playing with Fire,Â£13.71,Three,In stock,https://books.toscrape.com/catalogue/playing-with-fire_602/index.html,Mystery,2026-09-16
Off the Hook (Fishing for Trouble #1),Â£47.67,Three,In stock,https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html,Romance,2026-09-16
Mothering Sunday,Â£13.34,Two,In stock,https://books.toscrape.com/catalogue/mothering-sunday_600/index.html,Fiction,2026-09-16
"Mother, Can You Not?",Â£16.89,Five,In stock,https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html,Nonfiction,2026-09-16
M Train,Â£27.18,One,In stock,https://books.toscrape.com/catalogue/m-train_598/index.html,Autobiography,2026-09-16
Lilac Girls,Â£17.28,Two,In stock,https://books.toscrape.com/catalogue/lilac-girls_597/index.html,Historical Fiction,2026-09-16
Lies and Other Acts of Love,Â£45.14,One,In stock,https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html,Fiction,2026-09-16
Lab Girl,Â£40.85,One,In stock,https://books.toscrape.com/catalogue/lab-girl_595/index.html,Autobiography,2026-09-16
Keep Me Posted,Â£20.46,Four,In stock,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html,Womens Fiction,2026-09-16
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Â£56.27,Three,In stock,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,Psychology,2026-09-16
Grey (Fifty Shades #4),Â£48.49,Four,In stock,https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html,Womens Fiction,2026-09-16
"Exit, Pursued by a Bear",Â£51.34,Four,In stock,https://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html,Young Adult,2026-09-16
Daredevils,Â£16.34,Three,In stock,https://books.toscrape.com/catalogue/daredevils_590/index.html,Fiction,2026-09-16
Cravings: Recipes for What You Want to Eat,Â£20.50,Three,In stock,https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html,Food and Drink,2026-09-16
Born for This: How to Find the Work You Were Meant to Do,Â£21.59,Five,In stock,https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,Business,2026-09-16
Arena,Â£21.36,Four,In stock,https://books.toscrape.com/catalogue/arena_587/index.html,Science Fiction,2026-09-16
Adultery,Â£20.88,Five,In stock,https://books.toscrape.com/catalogue/adultery_586/index.html,Default,2026-09-16
A Mother's Reckoning: Living in the Aftermath of Tragedy,Â£19.53,Three,In stock,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,Nonfiction,2026-09-16
A Gentleman's Position (Society of Gentlemen #3),Â£14.75,Five,In stock,https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html,Romance,2026-09-16
11/22/63,Â£48.48,Three,In stock,https://books.toscrape.com/catalogue/112263_583/index.html,Fiction,2026-09-16
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Â£24.57,Two,In stock,https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,Nonfiction,2026-09-16
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Â£49.71,Five,In stock,https://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,Health,2026-09-16
Without Shame,Â£48.27,Five,In stock,https://books.toscrape.com/catalogue/without-shame_580/index.html,Add a comment,2026-09-16
Watchmen,Â£58.05,Four,In stock,https://books.toscrape.com/catalogue/watchmen_579/index.html,Add a comment,2026-09-16
Unlimited Intuition Now,Â£58.87,Four,In stock,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html,Default,2026-09-16
Underlying Notes,Â£11.82,Two,In stock,https://books.toscrape.com/catalogue/underlying-notes_577/index.html,Default,2026-09-16
The Shack,Â£28.03,One,In stock,https://books.toscrape.com/catalogue/the-shack_576/index.html,Fiction,2026-09-16
The New Brand You: Your New Image Makes the Sale for You,Â£44.05,Five,In stock,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,Default,2026-09-16
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Â£12.34,Four,In stock,https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,Food and Drink,2026-09-16
The Flowers Lied,Â£16.68,Two,In stock,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html,Default,2026-09-16
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Â£55.91,One,In stock,https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,Science,2026-09-16
The Book of Mormon,Â£24.57,Three,In stock,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,Religion,2026-09-16
The Art and Science of Low Carbohydrate Living,Â£52.98,Five,In stock,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html,Health,2026-09-16
The Alien Club,Â£54.40,One,In stock,https://books.toscrape.com/catalogue/the-alien-club_569/index.html,Young Adult,2026-09-16
Suzie Snowflake: One beautiful flake (a self-esteem story),Â£54.81,Five,In stock,https://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,Novels,2026-09-16
Nap-a-Roo,Â£25.08,One,In stock,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html,Childrens,2026-09-16
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Â£10.41,Four,In stock,https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,Default,2026-09-16
Modern Day Fables,Â£47.44,Two,In stock,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html,Default,2026-09-16
If I Gave You God's Phone Number....: Searching for Spirituality in America,Â£20.91,One,In stock,https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,Spirituality,2026-09-16
"Fruits Basket, Vol. 9 (Fruits Basket #9)",Â£33.95,Four,In stock,https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html,Sequential Art,2026-09-16
Dress Your Family in Corduroy and Denim,Â£43.68,Three,In stock,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html,Humor,2026-09-16
Don't Forget Steven,Â£33.23,One,In stock,https://books.toscrape.com/catalogue/dont-forget-steven_561/index.html,Young Adult,2026-09-16
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Â£35.92,Two,In stock,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,Nonfiction,2026-09-16
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Â£48.63,Four,In stock,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,Art,2026-09-16
A Shard of Ice (The Black Symphony Saga #1),Â£56.63,Three,In stock,https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html,Fantasy,2026-09-16
A Hero's Curse (The Unseen Chronicles #1),Â£50.49,Three,In stock,https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html,Add a comment,2026-09-16
23 Degrees South: A Tropical Tale of Changing Whether...,Â£35.79,Two,In stock,https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,Add a comment,2026-09-16
"Zero to One: Notes on Startups, or How to Build the Future",Â£34.06,Three,In stock,https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,Nonfiction,2026-09-16
Why Not Me?,Â£17.76,One,In stock,https://books.toscrape.com/catalogue/why-not-me_554/index.html,Nonfiction,2026-09-16
When Breath Becomes Air,Â£39.36,Two,In stock,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html,Nonfiction,2026-09-16
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Â£36.94,Two,In stock,https://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,Travel,2026-09-16
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Â£43.62,Five,In stock,https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,Default,2026-09-16
The New Drawing on the Right Side of the Brain,Â£43.02,Three,In stock,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,Art,2026-09-16
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Â£28.45,Four,In stock,https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,Nonfiction,2026-09-16
The Martian (The Martian #1),Â£41.39,Two,In stock,https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html,Default,2026-09-16
The High Mountains of Portugal,Â£51.15,One,In stock,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html,Fiction,2026-09-16
The Grownup,Â£35.88,One,In stock,https://books.toscrape.com/catalogue/the-grownup_546/index.html,Short Stories,2026-09-16
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Â£36.91,One,In stock,https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,Business,2026-09-16
South of Sunshine,Â£28.93,One,In stock,https://books.toscrape.com/catalogue/south-of-sunshine_544/index.html,Young Adult,2026-09-16
Smarter Faster Better: The Secrets of Being Productive in Life and Business,Â£38.89,Five,In stock,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,Nonfiction,2026-09-16
Silence in the Dark (Logan Point #4),Â£58.33,Three,In stock,https://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html,Suspense,2026-09-16
Shadows of the Past (Logan Point #1),Â£39.67,Five,In stock,https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html,Christian Fiction,2026-09-16
Roller Girl,Â£14.10,Five,In stock,https://books.toscrape.com/catalogue/roller-girl_540/index.html,Sequential Art,2026-09-16
Rising Strong,Â£21.82,Three,In stock,https://books.toscrape.com/catalogue/rising-strong_539/index.html,Nonfiction,2026-09-16
Proofs of God: Classical Arguments from Tertullian to Barth,Â£54.21,One,In stock,https://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,Philosophy,2026-09-16
Please Kill Me: The Uncensored Oral History of Punk,Â£31.19,Four,In stock,https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,Music,2026-09-16
Out of Print: City Lights Spotlight No. 14,Â£53.64,Five,In stock,https://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html,Poetry,2026-09-16
My Life Next Door (My Life Next Door ),Â£36.39,Five,In stock,https://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html,Young Adult,2026-09-16
Miller's Valley,Â£58.54,Two,In stock,https://books.toscrape.com/catalogue/millers-valley_534/index.html,Fiction,2026-09-16
Man's Search for Meaning,Â£29.48,Three,In stock,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html,Nonfiction,2026-09-16
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Â£25.06,Two,In stock,https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,Nonfiction,2026-09-16
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Â£12.55,Three,In stock,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,Nonfiction,2026-09-16
Les Fleurs du Mal,Â£29.04,Five,In stock,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html,Poetry,2026-09-16
Left Behind (Left Behind #1),Â£40.72,Two,In stock,https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html,Default,2026-09-16
